N回目,ε,α,γ,学習回数,最短経路
---------------------------0.9,0.9,0.9-------------------------------
19,0.90,0.90,0.20,28,16
24,0.90,0.90,0.20,20,16
18,0.90,0.90,0.20,26,16
22,0.90,0.90,0.20,29,16
21,0.90,0.90,0.20,32,16
20,0.90,0.90,0.20,27,16
23,0.90,0.90,0.20,36,16
25,0.90,0.90,0.20,29,16
27,0.90,0.90,0.20,29,16
26,0.90,0.90,0.20,29,16
29,0.90,0.90,0.20,22,16
33,0.90,0.90,0.20,29,16
30,0.90,0.90,0.20,26,16
31,0.90,0.90,0.20,20,16
32,0.90,0.90,0.20,24,16
28,0.90,0.90,0.20,23,16
34,0.90,0.90,0.20,27,16
35,0.90,0.90,0.20,40,16
36,0.90,0.90,0.20,33,16
38,0.90,0.90,0.20,27,16
40,0.90,0.90,0.20,25,16
39,0.90,0.90,0.20,17,16
41,0.90,0.90,0.20,26,16
37,0.90,0.90,0.20,35,16
42,0.90,0.90,0.20,27,16
43,0.90,0.90,0.20,26,16
45,0.90,0.90,0.20,35,16
44,0.90,0.90,0.20,31,16
47,0.90,0.90,0.20,27,16
46,0.90,0.90,0.20,24,16
48,0.90,0.90,0.20,28,16
49,0.90,0.90,0.20,30,16
52,0.90,0.90,0.20,22,16
51,0.90,0.90,0.20,31,16
50,0.90,0.90,0.20,36,16
53,0.90,0.90,0.20,30,16
55,0.90,0.90,0.20,22,16
54,0.90,0.90,0.20,31,16
58,0.90,0.90,0.20,25,16
57,0.90,0.90,0.20,27,16
59,0.90,0.90,0.20,33,16
56,0.90,0.90,0.20,23,16
60,0.90,0.90,0.20,28,16
61,0.90,0.90,0.20,18,16
62,0.90,0.90,0.20,19,16
63,0.90,0.90,0.20,33,16
68,0.90,0.90,0.20,17,16
65,0.90,0.90,0.20,37,16
67,0.90,0.90,0.20,22,16
66,0.90,0.90,0.20,24,16
64,0.90,0.90,0.20,33,16
73,0.90,0.90,0.20,23,16
74,0.90,0.90,0.20,29,16
69,0.90,0.90,0.20,29,16
72,0.90,0.90,0.20,21,16
75,0.90,0.90,0.20,34,16
71,0.90,0.90,0.20,39,16
70,0.90,0.90,0.20,20,16
76,0.90,0.90,0.20,27,16
81,0.90,0.90,0.20,33,16
80,0.90,0.90,0.20,26,16
78,0.90,0.90,0.20,17,16
79,0.90,0.90,0.20,26,16
77,0.90,0.90,0.20,23,16
82,0.90,0.90,0.20,28,16
83,0.90,0.90,0.20,32,16
84,0.90,0.90,0.20,24,16
85,0.90,0.90,0.20,21,16
89,0.90,0.90,0.20,25,16
86,0.90,0.90,0.20,17,16
87,0.90,0.90,0.20,36,16
90,0.90,0.90,0.20,22,16
88,0.90,0.90,0.20,29,16
92,0.90,0.90,0.20,23,16
93,0.90,0.90,0.20,26,16
94,0.90,0.90,0.20,28,16
95,0.90,0.90,0.20,25,16
91,0.90,0.90,0.20,30,16
96,0.90,0.90,0.20,38,16
97,0.90,0.90,0.20,25,16
99,0.90,0.90,0.20,26,16
98,0.90,0.90,0.20,23,16
100,0.90,0.90,0.20,25,16
6,0.90,0.90,0.10,30,16
4,0.90,0.90,0.10,22,16
1,0.90,0.90,0.10,24,16
7,0.90,0.90,0.10,33,16
8,0.90,0.90,0.10,24,16
5,0.90,0.90,0.10,27,16
3,0.90,0.90,0.10,27,16
2,0.90,0.90,0.10,24,16
9,0.90,0.90,0.10,26,16
11,0.90,0.90,0.10,35,16
10,0.90,0.90,0.10,29,16
12,0.90,0.90,0.10,28,16
13,0.90,0.90,0.10,31,16
14,0.90,0.90,0.10,22,16
15,0.90,0.90,0.10,33,16
16,0.90,0.90,0.10,27,16
17,0.90,0.90,0.10,37,16
20,0.90,0.90,0.10,34,16
18,0.90,0.90,0.10,48,16
19,0.90,0.90,0.10,33,16
22,0.90,0.90,0.10,32,16
23,0.90,0.90,0.10,27,16
21,0.90,0.90,0.10,25,16
24,0.90,0.90,0.10,25,16
28,0.90,0.90,0.10,25,16
25,0.90,0.90,0.10,19,16
26,0.90,0.90,0.10,35,16
27,0.90,0.90,0.10,23,16
30,0.90,0.90,0.10,23,16
31,0.90,0.90,0.10,28,16
29,0.90,0.90,0.10,30,16
32,0.90,0.90,0.10,21,16
35,0.90,0.90,0.10,31,16
36,0.90,0.90,0.10,37,16
37,0.90,0.90,0.10,33,16
38,0.90,0.90,0.10,27,16
33,0.90,0.90,0.10,35,16
39,0.90,0.90,0.10,23,16
34,0.90,0.90,0.10,27,16
44,0.90,0.90,0.10,35,16
41,0.90,0.90,0.10,21,16
40,0.90,0.90,0.10,28,16
43,0.90,0.90,0.10,26,16
42,0.90,0.90,0.10,30,16
47,0.90,0.90,0.10,32,16
46,0.90,0.90,0.10,28,16
45,0.90,0.90,0.10,31,16
48,0.90,0.90,0.10,22,16
49,0.90,0.90,0.10,32,16
50,0.90,0.90,0.10,31,16
51,0.90,0.90,0.10,28,16
52,0.90,0.90,0.10,22,16
55,0.90,0.90,0.10,19,16
54,0.90,0.90,0.10,25,16
53,0.90,0.90,0.10,29,16
58,0.90,0.90,0.10,29,16
56,0.90,0.90,0.10,29,16
59,0.90,0.90,0.10,27,16
57,0.90,0.90,0.10,19,16
60,0.90,0.90,0.10,27,16
61,0.90,0.90,0.10,29,16
62,0.90,0.90,0.10,23,16
64,0.90,0.90,0.10,28,16
63,0.90,0.90,0.10,29,16
69,0.90,0.90,0.10,32,16
67,0.90,0.90,0.10,29,16
65,0.90,0.90,0.10,27,16
68,0.90,0.90,0.10,27,16
66,0.90,0.90,0.10,31,16
70,0.90,0.90,0.10,26,16
71,0.90,0.90,0.10,26,16
72,0.90,0.90,0.10,21,16
73,0.90,0.90,0.10,30,16
75,0.90,0.90,0.10,25,16
76,0.90,0.90,0.10,31,16
77,0.90,0.90,0.10,40,16
74,0.90,0.90,0.10,28,16
78,0.90,0.90,0.10,33,16
79,0.90,0.90,0.10,13,16
82,0.90,0.90,0.10,30,16
80,0.90,0.90,0.10,27,16
81,0.90,0.90,0.10,28,16
83,0.90,0.90,0.10,30,16
85,0.90,0.90,0.10,45,16
87,0.90,0.90,0.10,33,16
84,0.90,0.90,0.10,36,16
86,0.90,0.90,0.10,32,16
90,0.90,0.90,0.10,28,16
89,0.90,0.90,0.10,21,16
88,0.90,0.90,0.10,29,16
93,0.90,0.90,0.10,35,16
96,0.90,0.90,0.10,28,16
92,0.90,0.90,0.10,35,16
94,0.90,0.90,0.10,32,16
95,0.90,0.90,0.10,26,16
91,0.90,0.90,0.10,35,16
97,0.90,0.90,0.10,32,16
100,0.90,0.90,0.10,28,16
99,0.90,0.90,0.10,32,16
98,0.90,0.90,0.10,27,16
